"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"Victor Kalota","Fantastic Safari Travel Booking","excellent","Four July Two-thousand-twenty-four","Crystal travel were fantastic again after I previously used them in 2022. Jerry Wilson my travel agent was impeccable as ever and was very efficient with the way he handled my booking. I got confirmation of the booking within 10 minutes with no problem at all. I highly recommend Crystal travel as a travel agent of choice and will be using them in future."
"SPG","Aron is a great help and easy to talk…","excellent","Six August Two-thousand-twenty-four","Aron is a great help and easy to talk to. Appreciate the effort and bearing with me. Many thanks."
"Marshal Barnes","⭐⭐⭐⭐⭐","excellent","Five August Two-thousand-twenty-four","⭐⭐⭐⭐⭐I recently had the pleasure of working with Peter Cruz at Crystal Travel , and I can’t recommend them highly enough! From the very start, Peter Cruz took the time to understand my travel preferences and budget. He provided a range of options that perfectly matched what I was looking for.The entire planning process was seamless. He was always available to answer my questions, no matter how small, and his attention to detail was impressive. I appreciated the personalised approach to support me in booking my flight.Overall, my experience with Peter Cruz was exceptional, and I will definitely be returning for my future travel needs. Thank you, for making my booking so affordable and effortless."
"Emily","Reliable support and well priced tickets!","excellent","Twenty-six June Two-thousand-twenty-four","I was booking travel to South Korea for a summer programme, and being a student I was looking to save money on flights so I could have more for spending while I was over there. I found Crystal Travel through Skyscanner and the prices looked too good to be true, which usually means it is, however my experience couldn't be more the opposite. I got a call the morning after I booked them where I had the pleasure of being handled by Stella, she was wonderful and very patient as she explained everything I needed to know or was confused about, and even hung on the line as I coordinated seat plans with my friend who had booked the same flights as I did. Very lovely and kind!It was easy to collect the tickets at the airport, I just printed the boarding pass I was emailed, and continued with check in at the desks as I would if I had booked with Tui. I had no problems whatsoever with any of the flights (and as I took six flights in total, 3 there and 3 return, this is a huge feat) My only, really minor, complaint is that perhaps they pushed the 'give us a 5 star review' thing a little too much, and as I prefer to wait until after I experience something to review it, and I felt bad for waiting this time. But again, it is such a minor thing and ultimately I do really recommend Crystal Travel. It's quick, easy and reliable!"
"inbal","Not only did Christy respond quickly to…","excellent","Five August Two-thousand-twenty-four","Not only did Christy respond quickly to my questions, but she also did so with kindness and patience, ensuring that every detail was perfect. Thank you for that."
"Paul Thomas","Just spoke to Alice concerning our…","excellent","Five August Two-thousand-twenty-four","Just spoke to Alice concerning our baggage allowance she was most helpful and friendly always a pleasure dealing with crystal travel."
"Jet Pineda","Booking inquiry","excellent","Four August Two-thousand-twenty-four","I made a querry regarding my booking and Candice (Stone) was very helpful. Five stars for her."
"Han","5 Star Customer Service","excellent","Four August Two-thousand-twenty-four","Customer Service - 5*My initial booking was done by Kapil and he ensured that everything was correctly. He also informed me of the services Crystal Travel had available - our ticket was on a pay monthly installment which allowed us to budget things.A month before we were due to travel, I spoke to Freya to ensure that the tickets we booked were paid for and seats were allocated. She ensured me that everything was ready for the upcoming trip. She called me back to confirm everything was done and now I can finally relax. Looking forward for my holiday!"
"customer","It was helpful from Ashton Diaz the…","excellent","Four August Two-thousand-twenty-four","It was helpful from Ashton Diaz the representative who helped me with the booking and changing the date of birth of my wife. it was a great help."
"Nsunda Ntumba","I spoke with Freya about my e ticket…","excellent","Four August Two-thousand-twenty-four","I spoke with Freya about my e ticket and in 15 minutes my issue has been resolved so thanks so much I always buy tickets from Crystal Travel because they are good"
"Anele Dube","I’ve been assisted by Frank","excellent","Nineteen July Two-thousand-twenty-four","I’ve been assisted by Frank. He is patient and finds the best deals."
"Jim Cragg","Zara Lopez took great care of my…","excellent","Four August Two-thousand-twenty-four","Zara Lopez took great care of my flightsNo problems at all Thank you"
"ERIC KINYANJUI","John Morris was very helpful and i…","excellent","Three August Two-thousand-twenty-four","John Morris was very helpful and i would recommend him to anyone wishing to use crystal travel for any flights"
"Mr Anthony Constantine","excellent response in a crisis","excellent","Three August Two-thousand-twenty-four","The staff at crystal travel are excellent. British Airways cancelled my flight and crystal travel responded immediately efficiently to this situation. There were extremely helpful calm and patient and found me an alternative flight and even dealt with a refund.  I am amazed at their excellent service at such a late time in the evening."
"Mr White","Sofia was the most helpful assistant","excellent","Two August Two-thousand-twenty-four","Sofia was the most helpful, patient and polite assistant. We managed to book a complicated flight that would not have been possible without her help."
